"surv_b0","surv_b1","grow_b0","grow_b1","grow_b2","fecu_b0","recr_sz","recr_sd","a","b","L","U","mat_size"
-1.37379866117047,0.762161659703994,2.76329874070922,-0.0742702603103682,0.0884823779428271,0.416014050412487,2.32599307337462,1.34835008706823,1.02278783469124,0.0039854694662762,-0.404094000853918,9.18467416291205,200
