"surv_b0","surv_b1","grow_b0","grow_b1","grow_b2","fecu_b0","recr_sz","recr_sd","a","b","L","U","mat_size","surv_b0_32","surv_b0_33","surv_b0_34","surv_b0_35","surv_b0_36","surv_b0_37","surv_b0_38","surv_b0_39","surv_b0_40","surv_b0_41","surv_b0_42","surv_b0_43","surv_b0_44","surv_b0_45","surv_b0_46","surv_b0_47","surv_b0_48","surv_b0_49","surv_b0_50","surv_b0_51","surv_b0_52","surv_b0_53","surv_b0_54","surv_b0_55","surv_b0_56","surv_b0_57","surv_b0_58","surv_b0_59","surv_b0_60","surv_b0_61","surv_b0_62","surv_b0_63","surv_b0_64","surv_b0_65","surv_b0_66","surv_b0_67","surv_b0_68","surv_b0_69","surv_b0_70","surv_b0_71","surv_b1_32","surv_b1_33","surv_b1_34","surv_b1_35","surv_b1_36","surv_b1_37","surv_b1_38","surv_b1_39","surv_b1_40","surv_b1_41","surv_b1_42","surv_b1_43","surv_b1_44","surv_b1_45","surv_b1_46","surv_b1_47","surv_b1_48","surv_b1_49","surv_b1_50","surv_b1_51","surv_b1_52","surv_b1_53","surv_b1_54","surv_b1_55","surv_b1_56","surv_b1_57","surv_b1_58","surv_b1_59","surv_b1_60","surv_b1_61","surv_b1_62","surv_b1_63","surv_b1_64","surv_b1_65","surv_b1_66","surv_b1_67","surv_b1_68","surv_b1_69","surv_b1_70","surv_b1_71","grow_b0_32","grow_b0_33","grow_b0_34","grow_b0_35","grow_b0_36","grow_b0_37","grow_b0_38","grow_b0_39","grow_b0_40","grow_b0_41","grow_b0_42","grow_b0_43","grow_b0_44","grow_b0_45","grow_b0_46","grow_b0_47","grow_b0_48","grow_b0_49","grow_b0_50","grow_b0_51","grow_b0_52","grow_b0_53","grow_b0_54","grow_b0_55","grow_b0_56","grow_b0_57","grow_b0_58","grow_b0_59","grow_b0_60","grow_b0_61","grow_b0_62","grow_b0_63","grow_b0_64","grow_b0_65","grow_b0_66","grow_b0_67","grow_b0_68","grow_b0_69","grow_b0_70","grow_b0_71","grow_b1_32","grow_b1_33","grow_b1_34","grow_b1_35","grow_b1_36","grow_b1_37","grow_b1_38","grow_b1_39","grow_b1_40","grow_b1_41","grow_b1_42","grow_b1_43","grow_b1_44","grow_b1_45","grow_b1_46","grow_b1_47","grow_b1_48","grow_b1_49","grow_b1_50","grow_b1_51","grow_b1_52","grow_b1_53","grow_b1_54","grow_b1_55","grow_b1_56","grow_b1_57","grow_b1_58","grow_b1_59","grow_b1_60","grow_b1_61","grow_b1_62","grow_b1_63","grow_b1_64","grow_b1_65","grow_b1_66","grow_b1_67","grow_b1_68","grow_b1_69","grow_b1_70","grow_b1_71","grow_b2_32","grow_b2_33","grow_b2_34","grow_b2_35","grow_b2_36","grow_b2_37","grow_b2_38","grow_b2_39","grow_b2_40","grow_b2_41","grow_b2_42","grow_b2_43","grow_b2_44","grow_b2_45","grow_b2_46","grow_b2_47","grow_b2_48","grow_b2_49","grow_b2_50","grow_b2_51","grow_b2_52","grow_b2_53","grow_b2_54","grow_b2_55","grow_b2_56","grow_b2_57","grow_b2_58","grow_b2_59","grow_b2_60","grow_b2_61","grow_b2_62","grow_b2_63","grow_b2_64","grow_b2_65","grow_b2_66","grow_b2_67","grow_b2_68","grow_b2_69","grow_b2_70","grow_b2_71","fecu_b0_32","fecu_b0_33","fecu_b0_34","fecu_b0_35","fecu_b0_36","fecu_b0_37","fecu_b0_38","fecu_b0_39","fecu_b0_40","fecu_b0_41","fecu_b0_42","fecu_b0_43","fecu_b0_44","fecu_b0_45","fecu_b0_46","fecu_b0_47","fecu_b0_48","fecu_b0_49","fecu_b0_50","fecu_b0_51","fecu_b0_52","fecu_b0_53","fecu_b0_54","fecu_b0_55","fecu_b0_56","fecu_b0_57","fecu_b0_58","fecu_b0_59","fecu_b0_60","fecu_b0_61","fecu_b0_62","fecu_b0_63","fecu_b0_64","fecu_b0_65","fecu_b0_66","fecu_b0_67","fecu_b0_68","fecu_b0_69","fecu_b0_70","fecu_b0_71"
-1.37379866117047,0.762161659703994,2.76329874070922,-0.0742702603103682,0.0884823779428271,0.416014050412487,2.32599307337462,1.34835008706823,1.02278783469124,0.0039854694662762,-0.404094000853918,9.18467416291205,200,-2.14483739717452,-1.63064840628508,-0.493489882857433,-1.26864578719196,-1.82029077402793,-1.77576629983335,-1.22001277139484,-1.95072444402282,-1.67909613682345,-1.32396338871033,-1.05359550336122,-0.789213746054873,-1.18707187743258,-1.61717242565228,-1.49898770444898,-0.758021846846945,-0.615457429026427,-0.541061733126435,-0.146601804722456,-1.11457517333481,-1.60566747566364,-1.37291305287087,-1.71835425287999,-1.65171651196644,-1.03550257094491,-1.73963290223722,-1.21442306899609,-1.07560017443328,-1.01172460490294,-1.7893162241741,-1.23129537045988,-1.66377183811034,-1.50349627187369,-1.62043761233116,-1.38491056890088,-2.11211541206843,-3.15056636873852,-1.63536785594992,-1.05751230898973,-0.628107445423876,0.506914568322849,0.706679906040715,0.900842244089172,0.834983628873573,0.904667440673026,0.805267656941635,0.533799531655133,0.358107103416825,0.49175420360765,0.568974449465444,0.772100225324537,0.710937930951396,0.625575419932899,0.896367618973863,0.828004587407237,0.836523658471328,0.872943902077348,0.94264101823468,0.784746781311127,0.83214421928242,0.671184849009084,0.90743288055725,0.989375866779991,0.846260366562893,0.916749846012627,0.791384675531013,0.789938767549036,0.736822234479291,0.832531483278866,0.873463708817417,0.591817375709416,0.670119667186973,0.750935958427068,0.738843487293366,0.746460397422657,0.7133010553768,0.702647083540896,0.509401870114077,0.704774153862824,0.9672623584713,2.87140321222009,2.73608584559813,2.48892723671072,2.46256254408706,1.94326106577825,2.32446738805097,1.12586669334916,2.15130653975593,2.82674769655204,2.95799837262403,2.81855661043403,2.65345004589935,3.25571054299112,2.92677530164673,2.91758107101484,2.98186701666139,2.11870809366244,2.32966643838926,2.21462402027904,2.77815776417129,2.37190836400695,2.2282360689597,2.1700860560337,2.83573427416303,3.18479255275612,2.08537522761571,3.43258914565507,3.34952396969441,3.00803510512201,2.41814270119336,3.12210535678706,3.53654129035555,2.8117740663031,2.86733650955007,3.82212761245974,3.07265334556301,4.00219737398487,2.89643976065168,2.62954106091888,3.80308628671356,-0.0834572664080683,-0.118998823894801,-0.077615836660631,-0.1097685775858,0.0274380548932248,-0.0725828870201592,0.132932342317315,-0.0325108266907826,-0.0935078402853921,-0.0909247527021611,-0.11326932894021,-0.0518566418928752,-0.139193367879357,-0.101042852583579,-0.0719711717670415,-0.0963939394822879,-0.0513919584705276,0.0621427820593686,0.0186402974375294,-0.0231949962836256,-0.00477829949128139,0.061620838391712,0.0522229883161202,-0.12667433161202,-0.0719133390291792,0.00299655946086044,-0.158687137384824,-0.156790512143761,-0.0354992713127978,-0.0907708854434479,-0.146251869559494,-0.165811988679258,-0.039882273118192,-0.155420902214566,-0.195746089728568,-0.0400299214692435,-0.196527077324171,-0.147233181831107,-0.068721149927316,-0.200384976473624,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.0884823779428271,0.233856544536492,2.61278178955251,2.15570583511021,0.291938597329924,0.122898866360221,0.12062003670922,0.3160479814383,0.149645562359396,0.220848602980502,0.406120680440858,1.62969903398792,0.385436786401216,0.180613099733055,0.266978774480433,0.141231448083919,0.267970294185371,0.64415640555968,0.377700419828128,0.344775342387663,0.312090109638061,0.105804165724993,0.110485789740566,0.270022635290264,0.0691755881013469,0.336164254098304,0.160058922101443,0.355880126744015,0.105831092852079,0.391175334887345,0.394302618874656,0.113468889808449,0.191405103903044,0.298504422764879,0.289048693265631,0.170565722594088,0.385954585901192,0.18578636408917,0.263223771729844,0.204053115196811,1.05853460772827
