"surv_b0","surv_b1","grow_b0","grow_b1","grow_b2","fecu_b0","recr_sz","recr_sd","a","b","L","U","mat_size"
-1.29484027463128,0.677392160795204,2.2524735956019,0.0461876110501767,0.0821896898097627,0.438143584975577,2.24517874531619,1.26859837961126,1.34441456593681,-0.0787875512693002,-1.52148111010823,9.10607018986743,200
