"lambda_34","lambda_35","lambda_36","lambda_37","lambda_38","lambda_39","lambda_40","lambda_41","lambda_42","lambda_43","lambda_44","lambda_45","lambda_46","lambda_47","lambda_48","lambda_49","lambda_50","lambda_51","lambda_52","lambda_53","lambda_54","lambda_55","lambda_56","lambda_57","lambda_58","lambda_59","lambda_60","lambda_61","lambda_62","lambda_63","lambda_64","lambda_65","lambda_66","lambda_67","lambda_68","lambda_69","lambda_70","lambda_71"
2.34578350957623,1.51579518797373,1.02847726224445,1.01244007738792,0.998566800936854,0.502309601407129,1.12902838538212,1.0013331869186,1.14813633465883,1.02189371473079,0.899841244726413,0.93804969851197,0.857082167145373,1.46841262968413,0.870646498438221,1.28118252338138,1.37232603587286,0.719145346012234,1.11553356112917,1.4102864662253,0.94077583968593,0.603056986086605,0.96461020362367,1.08623438116364,0.87303796007333,0.953504444282071,1.16121025294903,1.03455908586047,0.62116039541968,1.18386301154339,1.57132995033995,0.509630857631236,0.715057057581681,1.14662375264908,0.907950503024999,0.7639535034565,0.886400379047959,3.96352665109634
